"ID","adj.P.Val","P.Value","t","B","logFC","SPOT_ID","SPOT_ID.1"
"TC2100008286.hg.1",1.33e-05,1.23e-07,-7.586912,7.70551,-0.959925,"Multiple_Complex","Multiple_Complex"
"TC0200012961.hg.1",1.33e-05,1.23e-07,7.585751,7.70302,1.2744181,"Multiple_Complex","Multiple_Complex"
"TC1100009210.hg.1",1.33e-05,1.24e-07,7.584899,7.70119,0.934225,"Multiple_Complex","Multiple_Complex"
"TC0400007311.hg.1",1.36e-05,1.26e-07,7.573947,7.67765,2.1417331,"Multiple_Complex","Multiple_Complex"
"TC0600007274.hg.1",1.39e-05,1.3e-07,-7.561336,7.65053,-1.0928262,"Coding","Coding"
"TC1500008485.hg.1",1.39e-05,1.31e-07,-7.559102,7.64573,-1.6428494,"Multiple_Complex","Multiple_Complex"
"TC1800008776.hg.1",1.42e-05,1.34e-07,-7.54695,7.61957,-1.8484012,"Multiple_Complex","Multiple_Complex"
"TC1100010897.hg.1",1.47e-05,1.39e-07,7.530075,7.58321,1.1732863,"Multiple_Complex","Multiple_Complex"
"TC0100015707.hg.1",1.5e-05,1.43e-07,-7.517952,7.55707,-2.2092,"Multiple_Complex","Multiple_Complex"
"TC0900008201.hg.1",1.52e-05,1.45e-07,7.510321,7.5406,1.3256169,"Multiple_Complex","Multiple_Complex"
"TC0500013392.hg.1",1.57e-05,1.51e-07,-7.492361,7.50181,-1.8837381,"Multiple_Complex","Multiple_Complex"
"TC0300009289.hg.1",1.64e-05,1.59e-07,7.469817,7.45306,1.6798588,"Multiple_Complex","Multiple_Complex"
"TC1700010717.hg.1",1.7e-05,1.65e-07,7.451119,7.41257,1.2872,"Multiple_Complex","Multiple_Complex"
"TC0600007103.hg.1",1.7e-05,1.65e-07,7.450742,7.41176,1.432625,"Multiple_Complex","Multiple_Complex"
"TC0400012797.hg.1",1.71e-05,1.67e-07,7.445506,7.40041,1.4772344,"NonCoding","NonCoding"
"TC1700007204.hg.1",1.73e-05,1.7e-07,-7.438371,7.38494,-1.296885,"Multiple_Complex","Multiple_Complex"
"TC1500008470.hg.1",1.84e-05,1.81e-07,-7.408098,7.31924,-4.1573019,"Coding","Coding"
"TC0600007384.hg.1",1.92e-05,1.9e-07,-7.387992,7.27553,-1.550945,"Coding","Coding"
"TC0200010852.hg.1",2.03e-05,2.02e-07,7.359219,7.21289,1.7985713,"Multiple_Complex","Multiple_Complex"
"TC1000012121.hg.1",2.03e-05,2.03e-07,-7.35725,7.20859,-2.0473688,"Multiple_Complex","Multiple_Complex"
"TC0900010386.hg.1",2.04e-05,2.05e-07,7.351508,7.19608,1.6510006,"Multiple_Complex","Multiple_Complex"
"TC0400011144.hg.1",2.04e-05,2.06e-07,7.350169,7.19316,3.1812125,"Multiple_Complex","Multiple_Complex"
"TC0300007437.hg.1",2.04e-05,2.06e-07,7.3501,7.19301,1.3512938,"Multiple_Complex","Multiple_Complex"
"TC1900008633.hg.1",2.04e-05,2.07e-07,7.347571,7.18749,2.3217569,"Multiple_Complex","Multiple_Complex"
"TC1700011744.hg.1",2.14e-05,2.19e-07,7.322943,7.13374,1.5204962,"Multiple_Complex","Multiple_Complex"
"TC0100013629.hg.1",2.14e-05,2.19e-07,7.322056,7.13181,1.3872875,"Multiple_Complex","Multiple_Complex"
"TC0600007270.hg.1",2.15e-05,2.21e-07,-7.318374,7.12376,-1.0957,"Multiple_Complex","Multiple_Complex"
"TC0400010750.hg.1",2.19e-05,2.25e-07,7.309205,7.10373,5.3114437,"Multiple_Complex","Multiple_Complex"
"TC1000011585.hg.1",2.19e-05,2.27e-07,7.306286,7.09735,1.5801812,"Multiple_Complex","Multiple_Complex"
"TC0900011523.hg.1",2.22e-05,2.31e-07,7.298683,7.08072,1.7805125,"Multiple_Complex","Multiple_Complex"
"TC0100009870.hg.1",2.23e-05,2.33e-07,-7.294196,7.0709,-2.1306063,"Coding","Coding"
"TC0100014175.hg.1",2.23e-05,2.33e-07,7.293996,7.07047,1.7159,"Multiple_Complex","Multiple_Complex"
"TC1200009913.hg.1",2.25e-05,2.37e-07,7.286324,7.05367,1.057475,"Multiple_Complex","Multiple_Complex"
"TC0900009043.hg.1",2.25e-05,2.37e-07,-7.28579,7.05251,-1.6490812,"Multiple_Complex","Multiple_Complex"
"TC1300007152.hg.1",2.43e-05,2.58e-07,7.247162,6.96784,1.1316075,"Multiple_Complex","Multiple_Complex"
"TC1800006448.hg.1",2.43e-05,2.59e-07,-7.246386,6.96614,-1.1235062,"Multiple_Complex","Multiple_Complex"
"TC0300009459.hg.1",2.43e-05,2.6e-07,7.243523,6.95986,1.7462956,"Multiple_Complex","Multiple_Complex"
"TC0700008928.hg.1",2.43e-05,2.61e-07,7.243161,6.95906,0.9511,"Multiple_Complex","Multiple_Complex"
"TC2000009980.hg.1",2.48e-05,2.66e-07,-7.233359,6.93754,-1.5328306,"NonCoding","NonCoding"
"TC1900009754.hg.1",2.72e-05,2.94e-07,7.188336,6.83852,2.69484,"Multiple_Complex","Multiple_Complex"
"TC0300006579.hg.1",2.85e-05,3.09e-07,7.166101,6.78952,1.1689419,"Multiple_Complex","Multiple_Complex"
"TC2200006623.hg.1",2.95e-05,3.21e-07,7.149494,6.75288,1.1832688,"Multiple_Complex","Multiple_Complex"
"TC1100009840.hg.1",2.97e-05,3.25e-07,7.143823,6.74036,1.11095,"Multiple_Complex","Multiple_Complex"
"TC1000006904.hg.1",3.09e-05,3.39e-07,-7.12421,6.69703,-1.0719813,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR11017826.hg.1",3.22e-05,3.54e-07,-7.105344,6.65529,-1.04155,"---","---"
"TC1000008363.hg.1",3.27e-05,3.61e-07,7.096242,6.63514,1.437725,"Multiple_Complex","Multiple_Complex"
"TC2200009336.hg.1",3.42e-05,3.79e-07,7.074803,6.58763,1.0896937,"Multiple_Complex","Multiple_Complex"
"TC0900011203.hg.1",3.48e-05,3.87e-07,7.06477,6.56538,1.6675563,"Multiple_Complex","Multiple_Complex"
"TC0400008240.hg.1",3.49e-05,3.9e-07,-7.061804,6.55879,-1.4907081,"Multiple_Complex","Multiple_Complex"
"TC0700012780.hg.1",3.53e-05,3.95e-07,-7.055762,6.54539,-2.3471438,"Multiple_Complex","Multiple_Complex"
"TC0100010858.hg.1",3.68e-05,4.14e-07,-7.034499,6.49815,-0.9951563,"Multiple_Complex","Multiple_Complex"
"TC2100008517.hg.1",3.69e-05,4.16e-07,7.032461,6.49362,1.3013069,"Multiple_Complex","Multiple_Complex"
"TC0400008616.hg.1",3.8e-05,4.31e-07,7.017149,6.45957,1.6122594,"Coding","Coding"
"TC1900011635.hg.1",3.83e-05,4.36e-07,7.012114,6.44836,1.22686,"Multiple_Complex","Multiple_Complex"
"TC1900011071.hg.1",3.84e-05,4.39e-07,7.008563,6.44046,1.1314938,"Multiple_Complex","Multiple_Complex"
"TC1700006946.hg.1",3.84e-05,4.39e-07,7.008329,6.43994,2.6521281,"Multiple_Complex","Multiple_Complex"
"TC0100017420.hg.1",4.2e-05,4.83e-07,6.966344,6.34635,2.4972488,"Multiple_Complex","Multiple_Complex"
"TC1100010349.hg.1",4.2e-05,4.85e-07,6.96432,6.34183,1.7378981,"Multiple_Complex","Multiple_Complex"
"TC1100006888.hg.1",4.2e-05,4.86e-07,6.963554,6.34012,2.2357469,"Multiple_Complex","Multiple_Complex"
"TC1800007052.hg.1",4.21e-05,4.9e-07,-6.960129,6.33248,-2.247805,"Multiple_Complex","Multiple_Complex"
"TC0100014009.hg.1",4.27e-05,4.99e-07,6.951981,6.31428,1.1521563,"Multiple_Complex","Multiple_Complex"
"TC1200011770.hg.1",4.27e-05,5e-07,6.950544,6.31107,2.1464631,"Multiple_Complex","Multiple_Complex"
"TC1900008363.hg.1",4.27e-05,5.02e-07,6.949122,6.3079,1.2890887,"Multiple_Complex","Multiple_Complex"
"TC0X00010465.hg.1",4.29e-05,5.05e-07,6.946268,6.30152,1.8078563,"Multiple_Complex","Multiple_Complex"
"TC1100012954.hg.1",4.44e-05,5.25e-07,6.929367,6.26374,1.8823156,"Multiple_Complex","Multiple_Complex"
"TC0600007143.hg.1",4.51e-05,5.35e-07,6.920392,6.24366,0.9617125,"Multiple_Complex","Multiple_Complex"
"TC0100011414.hg.1",4.56e-05,5.43e-07,-6.913717,6.22872,-1.7174681,"Multiple_Complex","Multiple_Complex"
"TC0400012179.hg.1",4.59e-05,5.51e-07,6.90771,6.21527,1.4671937,"Multiple_Complex","Multiple_Complex"
"TC0400012015.hg.1",4.59e-05,5.52e-07,-6.906625,6.21284,-1.1968875,"Multiple_Complex","Multiple_Complex"
"TC1100012956.hg.1",4.59e-05,5.53e-07,6.906176,6.21183,1.5549081,"Coding","Coding"
"TC0800010765.hg.1",4.6e-05,5.55e-07,6.904386,6.20782,1.3232688,"Multiple_Complex","Multiple_Complex"
"TC1300008533.hg.1",4.77e-05,5.78e-07,-6.886443,6.16761,-1.2386188,"Multiple_Complex","Multiple_Complex"
"TC1000007272.hg.1",4.78e-05,5.81e-07,6.884222,6.16263,2.0738194,"Multiple_Complex","Multiple_Complex"
"TC0800010575.hg.1",4.89e-05,5.96e-07,6.872708,6.13681,0.9826925,"Multiple_Complex","Multiple_Complex"
"TC0X00006477.hg.1",4.89e-05,5.99e-07,6.870544,6.13195,1.24771,"Multiple_Complex","Multiple_Complex"
"TC0100017849.hg.1",5.02e-05,6.17e-07,6.857729,6.10318,1.5618444,"Multiple_Complex","Multiple_Complex"
"TC1400008583.hg.1",5.03e-05,6.2e-07,6.855199,6.0975,1.3991125,"Multiple_Complex","Multiple_Complex"
"TC0800007127.hg.1",5.08e-05,6.28e-07,6.849408,6.08449,0.7856938,"Multiple_Complex","Multiple_Complex"
"TC2200006517.hg.1",5.28e-05,6.59e-07,6.828588,6.03768,1.5071881,"Multiple_Complex","Multiple_Complex"
"TC0400007713.hg.1",5.28e-05,6.6e-07,6.82779,6.03588,2.3599763,"Coding","Coding"
"TC1200008182.hg.1",5.28e-05,6.6e-07,-6.827748,6.03579,-0.7824812,"Multiple_Complex","Multiple_Complex"
"TC2200006607.hg.1",5.61e-05,7.03e-07,-6.799547,5.97229,-0.8138688,"Multiple_Complex","Multiple_Complex"
"TC1000007990.hg.1",5.64e-05,7.09e-07,6.795756,5.96375,1.7309688,"Multiple_Complex","Multiple_Complex"
"TC1300008916.hg.1",5.68e-05,7.16e-07,6.791492,5.95414,2.0323562,"Multiple_Complex","Multiple_Complex"
"TC1200010968.hg.1",5.71e-05,7.23e-07,6.787598,5.94536,1.836925,"Coding","Coding"
"TC1000008054.hg.1",5.71e-05,7.25e-07,6.786356,5.94256,1.2762869,"Multiple_Complex","Multiple_Complex"
"TC0700006781.hg.1",5.79e-05,7.38e-07,6.778491,5.92482,0.9495125,"Multiple_Complex","Multiple_Complex"
"TC0900012209.hg.1",5.88e-05,7.51e-07,6.770626,5.90707,1.6256969,"Multiple_Complex","Multiple_Complex"
"TC0100017358.hg.1",6.01e-05,7.7e-07,-6.759293,5.88148,-4.3950931,"Multiple_Complex","Multiple_Complex"
"TC1100010175.hg.1",6.2e-05,7.97e-07,6.744547,5.84817,1.1553387,"Multiple_Complex","Multiple_Complex"
"TC0600007387.hg.1",6.34e-05,8.17e-07,-6.733539,5.82328,-1.6306406,"Coding","Coding"
"TC0100017815.hg.1",6.41e-05,8.29e-07,6.727093,5.80869,0.879025,"Multiple_Complex","Multiple_Complex"
"TC1900007127.hg.1",6.73e-05,8.76e-07,6.703064,5.75429,1.1047444,"Coding","Coding"
"TC0400006578.hg.1",6.73e-05,8.77e-07,6.702542,5.75311,1.3861956,"Multiple_Complex","Multiple_Complex"
"TC0200016584.hg.1",6.76e-05,8.83e-07,-6.699244,5.74564,-1.3697125,"Multiple_Complex","Multiple_Complex"
"TC0Y00006476.hg.1",6.88e-05,9.02e-07,6.690191,5.72511,1.2007619,"Multiple_Complex","Multiple_Complex"
"TC1900007679.hg.1",6.99e-05,9.19e-07,6.682059,5.70667,1.2517125,"Coding","Coding"
"TC0600013126.hg.1",7.02e-05,9.26e-07,6.678585,5.69879,2.0508425,"Multiple_Complex","Multiple_Complex"
"TC0800010825.hg.1",7.02e-05,9.28e-07,-6.677524,5.69639,-1.7769819,"Multiple_Complex","Multiple_Complex"
"TC0300012475.hg.1",7.25e-05,9.62e-07,-6.661863,5.66084,-0.9506813,"Multiple_Complex","Multiple_Complex"
"TC0100015847.hg.1",7.43e-05,9.88e-07,6.650048,5.634,1.4005562,"Coding","Coding"
"TC0100012219.hg.1",7.45e-05,9.94e-07,6.647426,5.62804,1.7980063,"Multiple_Complex","Multiple_Complex"
"TC1100012976.hg.1",7.63e-05,1.02e-06,6.635751,5.6015,1.4418625,"Multiple_Complex","Multiple_Complex"
"TC1200009768.hg.1",7.77e-05,1.04e-06,-6.626429,5.5803,-1.3329525,"Multiple_Complex","Multiple_Complex"
"TC0900011217.hg.1",7.83e-05,1.05e-06,6.621624,5.56936,1.848675,"Multiple_Complex","Multiple_Complex"
"TC0900007497.hg.1",7.88e-05,1.06e-06,-6.617669,5.56036,-1.2044675,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR11017827.hg.1",7.94e-05,1.08e-06,-6.612255,5.54804,-1.0347,"---","---"
"TC0300009202.hg.1",7.94e-05,1.08e-06,6.611265,5.54578,0.8466625,"Multiple_Complex","Multiple_Complex"
"TC1500010915.hg.1",7.97e-05,1.09e-06,6.608671,5.53988,0.9088287,"Multiple_Complex","Multiple_Complex"
"TC0400012891.hg.1",8.06e-05,1.1e-06,6.601829,5.52429,0.916815,"Multiple_Complex","Multiple_Complex"
"TC1900006470.hg.1",8.06e-05,1.1e-06,-6.601222,5.52291,-1.6120062,"Multiple_Complex","Multiple_Complex"
"TC0100011512.hg.1",8.36e-05,1.15e-06,-6.583728,5.48304,-0.935475,"Multiple_Complex","Multiple_Complex"
"TC1200010407.hg.1",8.6e-05,1.19e-06,6.570148,5.45205,1.9534188,"Multiple_Complex","Multiple_Complex"
"TC0600013228.hg.1",8.82e-05,1.22e-06,6.557559,5.42332,1.4059831,"Multiple_Complex","Multiple_Complex"
"TC1200007630.hg.1",8.82e-05,1.23e-06,6.555433,5.41846,1.1578225,"Multiple_Complex","Multiple_Complex"
"TC0X00009795.hg.1",8.82e-05,1.23e-06,-6.555254,5.41805,-4.0885938,"Multiple_Complex","Multiple_Complex"
"TC0300006994.hg.1",8.95e-05,1.25e-06,6.547619,5.40061,1.2351219,"Multiple_Complex","Multiple_Complex"
"TC0500008921.hg.1",9.01e-05,1.26e-06,6.543563,5.39134,0.9513062,"Multiple_Complex","Multiple_Complex"
"TC0100017451.hg.1",9.22e-05,1.29e-06,-6.532159,5.36527,-1.0963,"Multiple_Complex","Multiple_Complex"
"TC1600006652.hg.1",9.38e-05,1.32e-06,6.523153,5.34467,1.0847875,"Multiple_Complex","Multiple_Complex"
"TC1400009701.hg.1",9.57e-05,1.35e-06,-6.513456,5.32248,-1.1312969,"Multiple_Complex","Multiple_Complex"
"TC1000011592.hg.1",9.8e-05,1.39e-06,6.501805,5.2958,1.0947744,"Multiple_Complex","Multiple_Complex"
"TC2000008636.hg.1",9.91e-05,1.41e-06,6.495641,5.28168,1.2268681,"Coding","Coding"
"TC1100006796.hg.1",9.96e-05,1.42e-06,6.492445,5.27436,1.16962,"Multiple_Complex","Multiple_Complex"
"TC1000012564.hg.1",0.000102,1.46e-06,-6.479142,5.24387,-0.9671075,"Multiple_Complex","Multiple_Complex"
"TC0100010939.hg.1",0.000103,1.47e-06,6.47658,5.23799,2.0994075,"Multiple_Complex","Multiple_Complex"
"TC0700008818.hg.1",0.000103,1.48e-06,6.474352,5.23288,1.9325556,"Multiple_Complex","Multiple_Complex"
"TC1000007950.hg.1",0.000103,1.49e-06,6.471733,5.22687,0.9761531,"Multiple_Complex","Multiple_Complex"
"TC0100010510.hg.1",0.000104,1.51e-06,6.465817,5.2133,0.9290163,"Multiple_Complex","Multiple_Complex"
"TC0300006566.hg.1",0.00011,1.59e-06,6.442913,5.16071,1.0163331,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR12013076.hg.1",0.00011,1.6e-06,6.441574,5.15763,0.8087938,"---","---"
"TC0600014251.hg.1",0.00011,1.6e-06,6.438957,5.15162,1.2940512,"NonCoding","NonCoding"
"TC0300010411.hg.1",0.000112,1.63e-06,6.431947,5.13551,1.7918688,"Multiple_Complex","Multiple_Complex"
"TC1100012318.hg.1",0.000114,1.67e-06,6.421748,5.11206,1.5789625,"Multiple_Complex","Multiple_Complex"
"TC1200010281.hg.1",0.000114,1.68e-06,6.420167,5.10842,0.7460312,"Multiple_Complex","Multiple_Complex"
"TC1200009247.hg.1",0.000116,1.7e-06,6.412852,5.09159,1.1659937,"Multiple_Complex","Multiple_Complex"
"TC2100007597.hg.1",0.000118,1.74e-06,6.403383,5.0698,2.03314,"Multiple_Complex","Multiple_Complex"
"TC0200016433.hg.1",0.000119,1.76e-06,6.399518,5.0609,1.248635,"Multiple_Complex","Multiple_Complex"
"TC0600013431.hg.1",0.000119,1.78e-06,6.395325,5.05124,0.9632187,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR11032411.hg.1",0.000121,1.81e-06,-6.387652,5.03357,-0.99085,"---","---"
"TC0600008109.hg.1",0.000124,1.86e-06,6.375389,5.00531,1.619825,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR06002927.hg.1",0.000125,1.88e-06,-6.371097,4.99541,-0.7110812,"---","---"
"TC1700012215.hg.1",0.000126,1.9e-06,6.366861,4.98564,1.3215462,"Multiple_Complex","Multiple_Complex"
"TC0700007633.hg.1",0.000127,1.91e-06,6.364571,4.98036,1.2953819,"Multiple_Complex","Multiple_Complex"
"TC0900007667.hg.1",0.000129,1.95e-06,6.353783,4.95547,1.7437,"Multiple_Complex","Multiple_Complex"
"TC0100007961.hg.1",0.000133,2.01e-06,6.341476,4.92705,1.2244794,"Multiple_Complex","Multiple_Complex"
"TC0100007396.hg.1",0.000134,2.03e-06,-6.336794,4.91624,-4.1747737,"Multiple_Complex","Multiple_Complex"
"TC1500009492.hg.1",0.000134,2.04e-06,6.334444,4.91081,1.0528625,"Multiple_Complex","Multiple_Complex"
"TC1100007185.hg.1",0.000138,2.1e-06,6.32268,4.88363,1.2973312,"Multiple_Complex","Multiple_Complex"
"TC1500010780.hg.1",0.000138,2.12e-06,6.319659,4.87664,1.2088956,"Multiple_Complex","Multiple_Complex"
"TC1100007884.hg.1",0.00014,2.15e-06,6.312358,4.85976,1.0704625,"Multiple_Complex","Multiple_Complex"
"TC1000010686.hg.1",0.000141,2.16e-06,-6.310069,4.85447,-0.8223413,"Multiple_Complex","Multiple_Complex"
"TC0100015082.hg.1",0.000142,2.19e-06,6.304912,4.84254,1.07662,"Multiple_Complex","Multiple_Complex"
"TC1400008973.hg.1",0.000143,2.21e-06,6.300517,4.83237,1.132515,"Multiple_Complex","Multiple_Complex"
"TC1300007344.hg.1",0.000143,2.23e-06,6.298106,4.82679,0.7890781,"Multiple_Complex","Multiple_Complex"
"TC0200012956.hg.1",0.000144,2.25e-06,6.294138,4.8176,2.4544625,"Multiple_Complex","Multiple_Complex"
"TC0200016626.hg.1",0.000147,2.29e-06,-6.28495,4.79633,-3.1916225,"Multiple_Complex","Multiple_Complex"
"TC0X00011248.hg.1",0.000147,2.31e-06,6.282762,4.79126,1.0162844,"Multiple_Complex","Multiple_Complex"
"TC1000010930.hg.1",0.000147,2.31e-06,6.281973,4.78943,1.16958,"Multiple_Complex","Multiple_Complex"
"TC0600007068.hg.1",0.000147,2.32e-06,-6.279588,4.78391,-0.8093375,"NonCoding","NonCoding"
"TC1500010692.hg.1",0.000147,2.32e-06,6.279482,4.78367,0.8125244,"Coding","Coding"
"TC1200007838.hg.1",0.000148,2.34e-06,6.276576,4.77693,1.07408,"Multiple_Complex","Multiple_Complex"
"TC0900008202.hg.1",0.000151,2.4e-06,6.266404,4.75336,1.2511562,"Multiple_Complex","Multiple_Complex"
"TC1300006979.hg.1",0.000152,2.41e-06,-6.263142,4.7458,-1.1816156,"Multiple_Complex","Multiple_Complex"
"TSUnmapped00000327.hg.1",0.000152,2.42e-06,6.262054,4.74328,1.1518812,"Coding","Coding"
"TC0500013301.hg.1",0.000157,2.5e-06,6.247363,4.7092,3.0039469,"Multiple_Complex","Multiple_Complex"
"TC0400012900.hg.1",0.000158,2.53e-06,6.242428,4.69775,0.78225,"Multiple_Complex","Multiple_Complex"
"TC0600006808.hg.1",0.000158,2.53e-06,6.242188,4.69719,0.9422838,"Multiple_Complex","Multiple_Complex"
"TC1200008474.hg.1",0.000159,2.57e-06,6.236926,4.68498,3.9308681,"Coding","Coding"
"TC0200012499.hg.1",0.000161,2.6e-06,6.230563,4.67021,0.7750875,"Multiple_Complex","Multiple_Complex"
"TC0800012435.hg.1",0.000162,2.62e-06,6.228676,4.66583,1.3428625,"Multiple_Complex","Multiple_Complex"
"TC0400010612.hg.1",0.000164,2.66e-06,6.221289,4.64867,1.4179881,"Multiple_Complex","Multiple_Complex"
"TC0X00007529.hg.1",0.000165,2.68e-06,6.217552,4.63999,1.49036,"Multiple_Complex","Multiple_Complex"
"TC0300010561.hg.1",0.000167,2.73e-06,6.211047,4.62487,3.0554963,"Multiple_Complex","Multiple_Complex"
"TC0100008114.hg.1",0.00017,2.78e-06,-6.202402,4.60477,-1.2469625,"Multiple_Complex","Multiple_Complex"
"TC2100006714.hg.1",0.000178,2.91e-06,6.182779,4.55913,1.6981644,"Multiple_Complex","Multiple_Complex"
"TC0100018233.hg.1",0.000181,2.98e-06,6.17272,4.53571,1.496145,"Coding","Coding"
"TC1100011751.hg.1",0.000181,2.99e-06,6.171023,4.53176,1.2196337,"Multiple_Complex","Multiple_Complex"
"TC0800010460.hg.1",0.000181,3e-06,6.170025,4.52943,0.9157812,"Multiple_Complex","Multiple_Complex"
"TC1500010236.hg.1",0.000181,3e-06,6.169634,4.52852,1.0966187,"Multiple_Complex","Multiple_Complex"
"TC0600007410.hg.1",0.000182,3.02e-06,6.167805,4.52426,0.9974075,"Multiple_Complex","Multiple_Complex"
"TC1800007868.hg.1",0.000184,3.05e-06,6.16254,4.512,1.4915062,"Multiple_Complex","Multiple_Complex"
"TC0700010472.hg.1",0.000186,3.11e-06,-6.155179,4.49485,-1.0399563,"Multiple_Complex","Multiple_Complex"
"TC1700009123.hg.1",0.000186,3.11e-06,6.154901,4.4942,1.233165,"Multiple_Complex","Multiple_Complex"
"TC1300009271.hg.1",0.000186,3.11e-06,6.154375,4.49298,1.2897388,"Multiple_Complex","Multiple_Complex"
"TC1400009186.hg.1",0.00019,3.2e-06,6.143132,4.46677,1.4737562,"Multiple_Complex","Multiple_Complex"
"TC0100010335.hg.1",0.000191,3.22e-06,-6.139526,4.45836,-0.944525,"Multiple_Complex","Multiple_Complex"
"TC0600013033.hg.1",0.000193,3.25e-06,6.13606,4.45028,1.5123006,"Multiple_Complex","Multiple_Complex"
"TC1500009636.hg.1",0.000193,3.26e-06,-6.134058,4.4456,-1.1522188,"Multiple_Complex","Multiple_Complex"
"TC0700009317.hg.1",0.000199,3.37e-06,-6.119933,4.41265,-1.5909687,"Multiple_Complex","Multiple_Complex"
"TC0600008632.hg.1",2e-04,3.4e-06,6.116851,4.40545,1.4207519,"Multiple_Complex","Multiple_Complex"
"TC0100014576.hg.1",2e-04,3.41e-06,6.115226,4.40166,2.5149206,"Multiple_Complex","Multiple_Complex"
"TC0700006813.hg.1",0.000201,3.45e-06,6.111151,4.39214,1.4399037,"Multiple_Complex","Multiple_Complex"
"TC0500011804.hg.1",0.000201,3.45e-06,6.110719,4.39113,2.1776787,"Multiple_Complex","Multiple_Complex"
"TC0500007114.hg.1",0.000208,3.57e-06,-6.095544,4.35569,-0.6973188,"Multiple_Complex","Multiple_Complex"
"TC1300008487.hg.1",0.000213,3.66e-06,6.085594,4.33243,0.9495187,"Multiple_Complex","Multiple_Complex"
"TC0900006539.hg.1",0.000215,3.71e-06,6.079388,4.31792,0.9970525,"NonCoding","NonCoding"
"TC1000007925.hg.1",0.000218,3.76e-06,-6.073377,4.30386,-1.0788625,"Multiple_Complex","Multiple_Complex"
"TC1700012291.hg.1",0.000222,3.85e-06,6.064124,4.28221,1.5793894,"Multiple_Complex","Multiple_Complex"
"TC0500009521.hg.1",0.000222,3.85e-06,6.063593,4.28097,2.539895,"Multiple_Complex","Multiple_Complex"
"TC0800010298.hg.1",0.000223,3.89e-06,6.059401,4.27116,1.1815106,"Multiple_Complex","Multiple_Complex"
"TC2100008095.hg.1",0.000224,3.91e-06,6.056949,4.26542,1.0064831,"Multiple_Complex","Multiple_Complex"
"TC0600011145.hg.1",0.000226,3.95e-06,-6.053466,4.25726,-0.8764188,"Coding","Coding"
"TC1600008928.hg.1",0.000227,3.98e-06,-6.050271,4.24978,-1.8919431,"Multiple_Complex","Multiple_Complex"
"TC0800008179.hg.1",0.000228,4e-06,6.047383,4.24302,1.6380513,"Multiple_Complex","Multiple_Complex"
"TC0600009364.hg.1",0.00023,4.05e-06,6.042744,4.23215,2.3549256,"Multiple_Complex","Multiple_Complex"
"TC0100010389.hg.1",0.000232,4.09e-06,6.037979,4.22099,1.3600863,"Multiple_Complex","Multiple_Complex"
"TC1200012590.hg.1",0.000236,4.18e-06,6.02884,4.19958,1.2259606,"Multiple_Complex","Multiple_Complex"
"TC0400009518.hg.1",0.000237,4.2e-06,6.027338,4.19606,0.9150063,"Multiple_Complex","Multiple_Complex"
"TC1100008257.hg.1",0.000244,4.33e-06,-6.013754,4.1642,-1.342765,"Multiple_Complex","Multiple_Complex"
"TC1200007731.hg.1",0.000245,4.36e-06,-6.01083,4.15735,-1.5762931,"Multiple_Complex","Multiple_Complex"
"TC0100008697.hg.1",0.00025,4.47e-06,6.000949,4.13416,2.4615581,"Multiple_Complex","Multiple_Complex"
"TC0600012059.hg.1",0.00025,4.47e-06,6.000451,4.13299,1.4107694,"Multiple_Complex","Multiple_Complex"
"TC1700011448.hg.1",0.000252,4.51e-06,5.996406,4.1235,1.0912506,"Multiple_Complex","Multiple_Complex"
"TC0600013206.hg.1",0.000254,4.57e-06,5.990944,4.11068,1.3574137,"Multiple_Complex","Multiple_Complex"
"TC1200012648.hg.1",0.000259,4.67e-06,-5.982371,4.09055,-1.2533625,"Multiple_Complex","Multiple_Complex"
"TC0400009029.hg.1",0.00026,4.7e-06,-5.979144,4.08297,-1.6773687,"Multiple_Complex","Multiple_Complex"
"TC0200006757.hg.1",0.000263,4.77e-06,5.973031,4.06861,1.4193525,"Multiple_Complex","Multiple_Complex"
